StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1091,15,1,0,1,12.83351420322992,8.332921484317652,0,3,0,0,0,0,2.74,2
1092,17,0,1,1,16.345185379750458,9.894474265690832,1,1,0,0,1,0,3.03,1
1093,18,0,1,2,11.20482927566105,19.51096681486337,0,3,0,0,0,0,2.68,2
1094,17,1,1,1,5.100073050021514,22.709842784689666,0,3,1,0,0,1,0.52,4
1095,18,0,0,1,5.251004600400004,22.485798264237292,1,0,0,1,1,0,1.08,4
1096,16,1,2,4,0.7850610614199982,15.296221689192084,0,4,0,0,0,0,0.02,4
1097,17,1,0,2,6.108884530969634,24.324616135144538,0,4,0,0,0,0,2.25,3
1098,16,0,0,0,14.892073580067603,13.112342482724252,1,4,0,0,0,0,2.37,3
1099,15,0,2,2,0.9503551441422076,3.716416958866857,1,4,1,1,0,0,2.33,3
1100,15,0,0,3,4.385905650096613,16.933255249614398,0,3,0,1,0,0,0.49,4
1101,15,1,0,1,14.12464997063564,28.5690415380332,0,3,0,0,0,1,3.1,1
1102,17,0,2,1,15.653031256457533,23.78980954177534,1,3,0,1,0,0,1.33,4
1103,16,1,0,3,9.106368201238569,17.36101943076727,0,4,1,1,1,0,2.7,2
1104,16,0,1,2,13.961486769572977,19.404169810472908,0,3,1,1,0,0,2.32,3
1105,18,1,0,2,7.759043373097841,27.91686081106718,0,2,1,1,0,0,1.43,4
1106,15,1,1,0,3.1982649004825503,12.850283833048815,0,2,0,0,0,0,1.38,4
1107,16,1,0,1,7.962989870458131,9.94182416827912,1,4,0,0,1,0,1.71,4
1108,17,0,0,2,11.599356404062856,29.31724695001347,1,0,1,0,0,0,2.74,2
1109,15,1,1,1,18.961065637057807,25.903294005310002,1,3,1,0,0,0,2.46,3
1110,15,1,0,2,1.3750190417735464,9.691307538558071,1,4,1,0,1,0,0.85,4
1111,16,1,0,2,10.147881876899213,13.913417920827683,0,3,1,1,1,0,1.84,4
1112,15,1,0,1,6.578395564214487,12.452343870233971,0,4,0,0,0,0,2.06,3
1113,18,0,0,4,10.166233885533892,4.472870360143018,1,3,1,1,0,0,3.17,1
1114,18,0,0,3,0.47950894753063356,28.73457971439777,0,0,0,0,0,0,0.42,4
1115,17,1,0,3,6.2605070940316265,12.129372936592764,0,4,1,0,0,0,1.55,4
1116,18,0,3,0,16.3973629505401,26.25987247913724,1,2,0,0,0,1,2.21,3
1117,18,1,0,1,11.07883467709275,5.680686830419952,0,2,0,0,0,0,2.93,2
1118,15,1,0,2,9.011649856322348,16.436124319116594,0,2,0,1,0,0,0.79,4
1119,18,0,0,1,5.710501434306792,0.7188415537280946,1,2,0,1,0,0,2.56,2
1120,17,1,0,4,5.960850455827118,22.926614515269257,1,2,0,0,1,0,1.27,4
1121,18,0,3,1,7.662028671811689,17.427416947388352,0,2,1,1,0,0,1.56,4
1122,18,1,0,2,,18.76768750409258,1,3,0,1,0,0,4.0,0
1123,16,1,3,1,19.344264136165368,1.5516264766396037,0,4,0,0,1,1,2.86,2
1124,15,1,0,2,8.77310762700749,6.331149906258462,0,2,0,0,0,0,2.68,2
1125,15,0,2,1,7.867056774955237,2.2299261706074045,1,2,0,0,0,0,2.8,2
1126,16,0,1,2,16.931015516397256,8.667429474114353,1,3,1,0,0,0,1.78,4
1127,18,1,2,1,8.538106412726073,18.82317023046453,0,3,0,1,0,0,0.4,4
1128,18,1,1,3,11.040363445913023,16.985579529521257,0,4,0,0,0,0,2.77,2
1129,15,1,1,0,4.618833291974889,18.36449464840171,0,0,1,0,0,1,0.59,4
1130,16,0,0,4,14.870050715581504,16.47753814133683,0,4,1,0,0,0,1.07,4
1131,16,0,0,3,10.639766365415637,8.19086387027578,0,3,0,1,0,0,3.07,1
1132,15,0,3,1,16.18069100480683,7.335224920332757,0,3,1,1,0,0,1.83,4
1133,15,1,0,3,15.614654600573395,4.111790506097438,0,1,1,0,0,1,1.91,4
1134,16,0,0,0,4.300095365400571,25.47212624710476,0,2,1,0,0,1,3.0,1
1135,18,0,2,4,14.312711011155248,18.494380756237334,0,2,0,0,0,0,0.8,4
1136,16,1,0,2,16.00108815902743,5.595330375121793,1,2,1,1,1,0,1.71,4
1137,17,0,3,1,6.9221448156479015,5.316281394637185,0,3,0,0,0,0,1.7,4
1138,17,1,2,1,3.452182258045491,26.1910680457841,0,4,0,1,0,1,1.3,4
1139,16,1,1,0,0.0526431115917636,22.28192591289958,1,3,0,1,0,0,0.67,4
1140,18,1,2,4,9.018073061862964,19.78197239716114,1,3,0,0,0,0,1.03,4
1141,18,0,0,0,7.048654630776832,12.205923226178994,0,3,1,0,0,1,3.18,1
1142,15,0,0,2,,7.859266928355526,0,2,0,0,0,0,2.39,3
1143,16,1,0,2,3.7608218517757153,29.38352289338471,1,4,0,0,0,0,1.96,4
1144,16,1,0,4,17.193310953329505,23.917187250684005,0,3,0,0,0,0,2.14,3
1145,16,1,2,1,5.155104312562193,9.053376694088294,1,2,0,0,0,0,2.13,3
1146,15,0,3,2,4.5285921017529995,,0,2,1,0,0,0,2.16,3
1147,17,1,0,2,9.614281129687118,22.767958458440447,0,3,0,0,0,0,1.02,4
1148,16,1,0,3,9.977020474885485,8.91241649633995,0,3,1,1,0,0,2.45,3
1149,15,1,3,0,4.301704575701857,12.79658562724919,1,0,1,0,1,0,2.23,3
1150,16,1,0,1,5.437214534518315,5.578603361730799,1,4,1,0,0,0,3.42,1
1151,18,1,0,1,3.3941047831048987,3.3315733313432805,0,3,1,1,1,1,3.57,0
1152,15,1,0,3,14.369203566463336,21.682860985190903,0,3,0,0,0,0,2.19,3
1153,15,0,3,1,15.401780625081638,8.025355720615998,0,1,1,1,0,0,3.34,1
1154,16,0,1,2,9.246569949185652,24.60178097238761,0,2,1,1,0,0,0.0,4
1155,18,0,2,1,14.28174045370035,29.86826134543278,1,4,1,0,0,0,3.39,1
1156,15,0,2,3,14.71870783874891,2.2985944178894604,0,4,1,0,0,1,2.16,3
1157,17,0,0,4,2.765510553556172,14.191053752511008,1,2,1,0,0,0,1.48,4
1158,18,0,0,2,19.323560496690735,24.06187677932409,0,1,1,0,0,0,2.62,2
1159,15,0,2,1,16.42063894192862,23.668526896237005,1,2,1,0,0,1,2.17,3
1160,17,0,0,1,4.08966922391647,22.799914749929055,1,2,0,1,0,0,1.7,4
1161,16,1,2,0,3.723300714921405,10.469848059057329,0,3,0,0,1,0,3.04,1
1162,17,1,3,1,2.513222911591655,,0,4,0,0,0,1,1.4,4
1163,17,0,1,2,2.7675712508383676,17.849050720244108,0,2,0,1,0,0,0.61,4
1164,17,1,2,2,14.963235980573923,29.218217507197714,0,1,1,1,0,0,3.36,1
1165,15,1,2,4,9.393085139032472,9.826418128154787,0,4,1,0,1,0,2.67,2
1166,18,0,2,1,15.658683454797345,27.694316631505732,0,0,1,0,0,1,3.44,1
1167,16,0,0,3,14.925097887004108,8.080707545414823,1,4,1,0,0,0,3.39,1
1168,15,0,0,2,12.092254270104432,29.672233964211138,0,3,0,1,0,0,0.78,4
1169,15,1,0,2,13.72733213157359,20.10791060482775,1,4,1,0,0,1,2.88,2
1170,17,1,1,1,0.3671144875828358,13.905344410756529,1,1,0,1,0,0,0.67,4
1171,17,0,0,2,6.235552936100439,18.401712841908147,1,0,0,0,0,0,1.6,4
1172,15,0,2,2,12.756443585188205,,0,2,0,1,0,0,2.24,3
1173,17,0,0,3,0.18689906972488401,8.225215725343999,0,2,1,0,0,0,0.27,4
1174,15,0,1,4,0.6595388736518681,3.406636315304815,0,2,0,1,0,0,1.04,4
1175,17,0,0,1,17.037759649407665,3.421508931161963,0,4,1,1,0,1,4.0,0
1176,15,0,2,0,13.680497233841436,10.43015224406734,0,4,0,0,0,0,2.62,2
1177,17,1,1,2,5.307394662406879,22.88566433689115,1,3,0,1,0,0,1.55,4
1178,16,1,0,2,13.75925680237418,18.239135027944876,0,1,0,1,1,0,3.53,0
1179,18,0,0,1,15.849133382785265,3.077536809930624,0,3,0,1,0,0,2.37,3
1180,15,1,2,3,,25.56709574927733,1,3,1,0,0,0,1.61,4
1181,16,0,0,4,0.720747549983749,18.04102880970199,0,2,0,0,0,0,2.11,3
1182,15,0,0,4,18.65558249375469,28.82566730354339,0,4,1,1,0,0,2.05,3
1183,18,0,3,1,6.90359676591261,20.105564022336225,1,1,1,1,0,1,1.16,4
1184,18,1,2,3,2.1296352656941275,5.25524591112543,0,2,1,0,0,0,0.0,4
1185,15,1,3,3,9.837137427862947,14.213500869234668,0,1,0,1,0,0,1.16,4
1186,17,1,0,2,15.369355913282677,19.454927926416126,0,3,1,0,0,0,1.53,4
1187,18,0,0,2,,0.8479410314993308,1,3,0,1,1,0,2.3,3
1188,17,1,2,3,5.389801002667268,,0,2,0,0,0,1,1.54,4
1189,17,0,1,2,4.854299735971663,3.8820900179570375,0,1,0,0,0,0,3.55,0
1190,15,1,1,1,19.833461056633563,7.549933051364123,0,0,1,0,0,0,1.76,4
1191,15,0,0,2,3.948074674610851,12.886473705620267,0,1,0,0,0,0,2.68,2
1192,18,0,0,2,11.51040433932248,14.623214212793652,0,2,0,0,0,0,2.23,3
1193,18,1,0,1,18.505292833139286,4.140828268136904,0,2,0,0,0,0,3.36,1
1194,17,1,0,4,2.937931377555585,20.201747373474923,0,2,0,0,1,0,2.02,3
1195,16,0,0,2,19.417083957354006,17.884141850896043,0,4,0,0,0,0,0.82,4
1196,16,1,0,2,18.949544687912493,8.833922965234805,0,3,1,1,0,0,2.77,2
1197,17,0,3,1,17.69143974116525,0.40979650305876025,0,3,0,0,0,0,2.62,2
1198,18,1,0,2,4.291130426600045,2.3294374605987223,0,0,1,0,0,0,0.89,4
1199,18,1,1,1,12.681101120219667,11.750843265325182,0,2,1,0,1,0,2.61,2
1200,18,1,2,0,15.217829459224802,,0,2,1,1,0,0,3.95,0
1201,17,1,1,2,,11.304588184439124,1,1,0,1,0,0,0.54,4
1202,15,1,0,2,3.6084764416274084,18.845478135310653,1,1,1,0,0,0,1.11,4
1203,15,0,2,2,15.320517990385929,16.417122836378507,0,4,0,1,0,0,1.42,4
1204,18,1,1,1,6.776023398542259,6.935276494121827,0,4,0,1,0,0,2.18,3
1205,17,0,2,2,,10.314674737762573,0,1,1,0,0,0,1.37,4
1206,15,0,2,1,8.427538824277098,18.42093595345952,0,2,1,1,0,1,1.38,4
1207,15,0,3,4,15.876718242972327,25.82565084130346,0,4,1,0,0,1,2.81,2
1208,17,0,1,2,9.296996074081044,22.596403162166318,0,1,1,0,0,0,3.0,1
1209,15,1,0,3,10.75046200406097,16.602000805002447,1,3,0,0,0,0,4.0,0
1210,15,0,1,1,19.903188204002426,10.868789949494586,0,4,1,0,1,0,2.26,3
1211,17,1,0,1,7.982185991148521,10.951538326254163,0,4,0,0,0,0,0.62,4
1212,17,0,2,4,12.308015094184796,26.382519307931883,1,2,0,0,1,0,2.39,3
1213,17,0,0,1,7.304884032307437,1.177307281216392,0,1,1,0,0,0,3.36,1
1214,15,1,0,2,7.855712926574099,29.639479332607827,0,2,1,0,0,0,2.17,3
1215,17,0,2,2,13.912815068908163,19.931262325546868,1,4,0,0,0,1,3.62,0
1216,15,0,1,0,18.75773952189767,20.434130972171715,1,4,0,0,0,1,2.44,3
1217,16,1,0,3,10.847179009846428,1.1399351191422646,1,3,0,0,0,0,2.01,3
1218,17,0,0,2,15.367998578975596,18.165878246738167,0,3,0,1,0,0,2.4,3
1219,17,1,2,1,1.7841311763392764,14.54334180271341,0,3,1,0,0,0,1.32,4
1220,18,0,0,0,4.22316074863854,3.17336720682201,1,3,1,0,0,0,2.62,2
1221,17,0,2,1,10.042632818390649,8.337660323080772,0,4,1,0,0,0,3.07,1
1222,17,1,0,3,0.4002344725754958,26.709433686409536,1,3,1,0,1,0,2.17,3
1223,15,0,2,3,5.057099575251176,16.49965247597859,0,3,0,0,0,0,2.1,3
1224,16,0,2,1,10.348025796499323,12.402497255217263,0,2,0,0,0,0,2.23,3
1225,16,0,0,0,0.29922396512601424,2.1804646752243286,1,3,0,1,0,0,2.51,2
1226,15,0,0,3,5.290925724520834,21.42364582206917,0,2,1,0,0,1,0.01,4
1227,18,1,0,2,10.28061638951739,21.085524701880978,0,2,1,0,0,0,2.03,3
1228,16,0,1,2,11.462984959624913,18.421308209176907,0,4,1,0,0,0,2.19,3
1229,18,1,1,1,18.515033861106108,15.307879386619476,0,3,0,1,0,0,2.73,2
1230,17,1,1,1,12.906912465012157,13.013532066221181,0,4,0,1,0,0,2.28,3
1231,18,0,0,2,8.294716050599876,17.79813278963977,0,1,1,0,0,1,2.11,3
1232,16,1,0,4,18.607023542661356,7.001863551852201,0,3,0,0,0,0,2.27,3
1233,17,0,0,1,15.697659667755886,28.237771925329433,1,2,1,1,0,0,3.06,1
1234,16,1,0,2,4.000178422254952,17.663835875406885,0,4,0,0,0,0,2.06,3
1235,15,0,1,2,2.6168472269763954,9.335773330631296,1,1,0,0,0,1,1.8,4
1236,17,1,2,2,13.51623271485466,13.490395526554718,0,3,1,0,0,0,1.75,4
1237,16,0,1,1,11.197663311539676,24.17054366630677,0,3,0,0,0,0,2.54,2
1238,15,0,0,3,15.793472275855114,4.848481821908923,0,2,1,1,0,0,2.77,2
1239,17,1,3,2,14.776101001573728,8.785068673807812,1,4,1,1,1,0,2.12,3
1240,15,1,2,2,12.5042306771503,20.38524068209666,1,4,0,1,0,0,2.21,3
1241,18,0,3,1,,9.464676194466717,1,2,1,0,1,0,3.33,1
1242,18,0,1,1,10.671794602208173,23.775050455843978,0,0,0,0,1,0,2.1,3
1243,18,1,0,1,2.2621151300343967,3.913604615320825,0,2,0,0,0,0,2.13,3
1244,16,1,0,3,16.565471296319767,22.880585113638254,1,2,1,1,0,0,2.4,3
1245,15,1,2,1,5.03706724691418,2.0505514455169873,1,4,0,1,0,1,3.08,1
1246,18,1,0,3,15.546042962878365,,1,4,0,0,0,0,3.86,0
1247,16,1,0,1,19.142141920001027,26.946705564964862,0,1,1,0,1,0,2.79,2
1248,18,1,1,2,13.935910279286825,17.440176507968957,1,2,0,0,0,0,1.76,4
1249,18,0,1,2,11.920603218996021,10.554806912604345,0,3,1,1,1,0,1.49,4
1250,18,0,1,1,9.207723513500811,6.9778391089155125,0,1,1,0,0,0,1.62,4
1251,16,1,0,1,7.288197319908065,18.506573497824483,0,2,0,0,0,0,3.27,1
1252,16,1,0,1,7.060095019436725,15.270065506102146,0,2,0,0,0,1,2.01,3
1253,18,0,1,2,12.727454114191811,29.747933265899555,1,3,0,0,0,0,3.65,0
1254,16,0,3,2,15.025462338754918,29.49647959961237,1,3,0,1,0,0,2.02,3
1255,15,1,2,1,13.570341389688288,19.05073698424829,1,3,1,1,0,0,2.11,3
1256,17,0,3,2,3.9682020238712545,13.286115183176715,0,1,1,1,1,0,1.58,4
1257,18,0,2,1,9.879743602869823,14.734229074039863,0,4,0,1,0,0,2.06,3
1258,17,0,1,1,15.83280144366126,20.474371987105858,1,3,0,0,1,0,1.75,4
1259,17,0,0,0,9.514081563781126,3.047236327061441,0,4,1,0,1,0,1.49,4
1260,15,0,1,3,10.732465594709877,9.850562214321545,1,2,0,0,0,1,2.64,2
1261,17,0,1,1,15.422720963416443,2.258167230108116,0,4,1,1,0,0,3.64,0
1262,18,0,1,1,13.225306125301831,2.2008227855075866,0,4,1,0,0,0,4.0,0
1263,15,1,0,1,8.186898417647852,5.875177256827012,0,2,0,0,0,1,1.73,4
1264,17,0,1,1,17.908254223884377,14.557597637796807,1,2,0,0,0,0,2.25,3
1265,18,1,0,2,3.2513413732695717,23.54322963488368,0,4,1,0,0,1,0.94,4
1266,17,1,1,0,19.910328971806493,14.564876734976176,0,3,0,1,1,0,3.58,0
1267,17,0,0,1,2.377051569524744,10.064298316826093,1,4,0,1,0,0,2.54,2
1268,17,1,2,2,0.29899942208477803,2.470589710102744,0,3,1,0,0,0,1.07,4
1269,16,0,0,1,17.800378022975295,16.50886569549389,1,3,1,0,1,0,1.9,4
1270,16,1,0,3,4.899070167319122,8.138057594495303,0,1,0,1,0,0,2.52,2
1271,18,0,0,2,14.593992548934418,18.448025337514423,0,2,0,1,0,0,2.48,3
1272,18,1,1,1,16.220307498641386,29.31563217397255,1,4,0,0,0,0,2.85,2
1273,18,1,0,2,17.179727820642338,3.339429644326505,0,2,0,0,0,1,1.97,4
1274,18,0,0,1,19.831884713283333,6.363761961658198,0,1,0,0,0,0,1.16,4
1275,16,0,1,2,5.880794200799981,14.192836142981243,0,3,0,0,1,0,1.12,4
1276,16,1,0,2,14.204866838545183,,0,3,0,1,0,0,2.53,2
1277,18,1,3,1,2.3079971656165643,23.15429328809987,0,2,0,0,0,1,3.01,1
1278,17,0,3,2,8.136185827136988,26.946875794884903,0,2,0,0,0,0,1.22,4
1279,17,1,0,3,16.959433866251807,10.011445454273787,1,2,0,0,0,1,4.0,0
1280,18,0,0,4,7.353160921182167,29.761154213357838,1,0,0,0,1,0,2.08,3
1281,18,1,2,2,11.82190761071228,3.084984481924722,0,3,0,0,0,0,1.3,4
1282,16,0,0,2,10.075468874492682,1.589187181383025,0,2,1,0,0,0,2.48,3
1283,16,1,0,1,12.919030622240902,25.668078811620845,0,4,0,0,1,0,2.74,2
1284,15,0,0,1,19.457887787753897,27.817946106209586,0,4,1,0,0,0,0.47,4
1285,17,0,3,2,1.1147105300280424,2.7175607263830526,0,3,1,0,0,0,2.33,3
1286,15,0,0,1,11.479230350032594,3.402822802375245,0,2,0,0,0,0,3.25,1
1287,16,0,1,4,17.260575585005697,0.9952247326732144,0,3,1,0,0,1,3.17,1
1288,17,1,2,1,9.62765423496855,3.135226879281723,0,2,0,0,0,0,2.16,3
1289,16,0,0,1,1.5705437188314564,6.282594504008427,0,2,0,0,0,1,1.53,4
1290,17,1,0,1,11.210787048335417,29.10229856730003,1,4,0,0,0,0,1.76,4
1291,15,0,3,3,6.641477816476408,20.035806667190414,1,2,0,1,0,1,0.84,4
1292,15,0,1,2,3.098835706758718,23.356590765556263,0,4,0,1,1,0,0.99,4
1293,18,0,1,2,16.98069026566946,23.284182110745665,1,1,0,0,0,0,1.87,4
1294,16,0,0,1,10.431990259822433,16.052212493376437,0,1,1,1,0,0,2.04,3
1295,15,0,0,3,18.665528247581335,23.924669331390515,1,4,1,0,1,0,2.13,3
1296,17,0,0,0,16.12033009206138,17.87422597169909,0,3,0,0,0,0,1.63,4
1297,18,0,0,3,13.859435875473347,9.436382928100729,1,3,0,0,0,0,3.09,1
1298,15,0,0,2,0.10051006730623868,16.833303263052024,0,3,0,0,0,0,1.68,4
1299,17,1,2,1,8.556469132764999,16.005257584035405,0,2,0,0,1,0,1.43,4
1300,15,1,0,2,3.949725633040646,24.70359161277962,0,3,1,0,1,0,1.9,4
1301,15,0,0,2,18.215958220977356,29.45181652144977,0,1,0,1,0,0,1.7,4
1302,17,0,1,0,3.4916796935272054,12.331276962627916,0,3,0,0,1,0,1.77,4
1303,17,1,2,3,5.72120103318571,22.90172035324079,0,3,1,0,0,0,2.4,3
1304,17,1,0,2,10.336735354689983,2.992890121144006,1,4,1,0,1,0,2.08,3
1305,17,1,1,1,5.267272379961585,23.304941083448657,0,3,0,0,0,0,0.61,4
1306,18,0,0,1,4.197293545582424,11.142507359796964,0,1,0,1,0,0,1.53,4
1307,17,1,0,2,11.98198650205505,1.1817048866906,0,3,0,1,0,0,1.41,4
1308,16,1,0,2,1.7785904551004772,10.897385356865318,1,1,0,1,0,0,1.39,4
